3.1628,4.9454,2.845,4.4421,2.5529,2.455,2.1546,2.3713,2.3665
3.11,4.8819,2.8558,4.4018,2.5287,2.5115,2.1948,2.4416,2.3354
3.11,4.882,2.8158,4.34,2.4624,2.4776,2.1556,2.3068,2.3315
3.0796,4.7522,2.8122,4.3308,2.5195,2.4315,2.1997,2.2755,2.2821
3.0938,4.7215,2.852,4.3373,2.4796,2.5214,2.1463,2.3238,2.33
3.0855,4.7672,2.884,4.3227,2.549,2.4436,2.1778,2.4134,2.2805
3.1519,4.7359,2.9035,4.3813,2.5032,2.5242,2.1723,2.3369,2.3026
3.1759,4.7026,2.8879,4.34,2.5494,2.417,2.1531,2.3735,2.2643
3.1011,4.7557,2.8562,4.3912,2.5794,2.3773,2.1336,2.3317,2.3187
3.1278,4.7236,2.8501,4.3741,2.5712,2.3643,2.1359,2.3121,2.2865
3.1123,4.6604,2.8368,4.3231,2.5306,2.4525,2.1339,2.2758,2.3622
3.2244,4.6143,2.9023,4.4106,2.5451,2.4412,2.1403,2.4214,2.3216
3.1642,4.5905,2.8195,4.4546,2.5535,2.4733,2.1903,2.3556,2.3509
3.1616,4.6416,2.8277,4.4634,2.5626,2.5178,2.2573,2.3945,2.436
3.2065,4.6763,2.8042,4.4423,2.5727,2.4823,2.1676,2.4145,2.2631
3.2118,4.7111,2.799,4.4067,2.6279,2.514,2.2209,2.3489,2.2848
3.1562,4.7066,2.7447,4.2708,2.5403,2.3596,2.1717,2.306,2.2693
3.1624,4.7407,2.7661,4.2949,2.539,2.4713,2.1758,2.3534,2.342
3.1928,4.7501,2.7368,4.3198,2.576,2.4692,2.1574,2.3845,2.327
3.1795,4.7482,2.7334,4.305,2.5329,2.4023,2.156,2.3515,2.304
3.171,4.7598,2.7004,4.2334,2.4371,2.3601,2.1464,2.3252,2.2451
3.1755,4.7442,2.7317,4.2822,2.6018,2.4899,2.175,2.3513,2.3097
3.1223,4.8048,2.7406,4.2759,2.4975,2.4392,2.1105,2.3644,2.3003
3.1269,4.7478,2.7475,4.2866,2.5061,2.3574,2.1587,2.3079,2.2173
3.1091,4.7841,2.7537,4.2439,2.5502,2.3993,2.1789,2.2613,2.2339
3.1149,4.8059,2.6849,4.2047,2.4864,2.3359,2.1696,2.2787,2.3112
3.0858,4.8239,2.6964,4.2641,2.4815,2.3064,2.1497,2.3229,2.2413
3.1139,4.8757,2.6953,4.2661,2.5699,2.378,2.0767,2.3107,2.2763
3.4748,4.9185,2.7277,4.369,2.4343,2.387,2.2213,2.3728,2.2652
3.6209,4.8976,2.68,4.3861,2.5341,2.3076,2.1872,2.3473,2.2767
3.5821,5.0604,2.6686,4.3833,2.5287,2.3477,2.1564,2.305,2.2303
3.6398,5.1271,2.6981,4.3766,2.557,2.357,2.1786,2.3684,2.2516
3.6519,5.1798,2.7093,4.2576,2.5555,2.3758,2.1761,2.368,2.2713
3.672,5.1855,2.6983,4.2042,2.4983,2.4149,2.2128,2.2775,2.2689
3.5957,5.1796,2.7448,4.2346,2.6,2.3972,2.1746,2.3438,2.269
3.7049,5.0955,2.7814,4.2252,2.5624,2.3353,2.1738,2.377,2.3242
3.6214,5.2758,2.8096,4.3585,2.5674,2.3288,2.1882,2.3585,2.3086
3.6114,5.2973,2.8136,4.3388,2.5132,2.4427,2.1835,2.3903,2.2384
3.5565,5.2394,2.817,4.3221,2.5253,2.4244,2.268,2.359,2.2568
3.6455,5.2632,2.8236,4.3175,2.6212,2.4222,2.1369,2.3418,2.3165
3.6595,5.3041,2.778,4.3078,2.3937,2.3135,2.1933,2.341,2.3054
3.6504,5.4164,2.7962,4.3577,2.5109,2.3947,2.1601,2.4198,2.332
3.7309,5.3704,2.7782,4.3197,2.5753,2.3481,2.1263,2.3839,2.3449
3.7936,5.347,2.8384,4.3557,2.5549,2.3302,2.231,2.3492,2.2725
3.646,5.2042,2.8139,4.3577,2.5468,2.3932,2.1489,2.3644,2.3141
3.7091,5.3297,2.8483,4.3635,2.5637,2.3728,2.1649,2.3989,2.2798
3.7612,5.1544,2.8422,4.387,2.4812,2.3851,2.1648,2.33,2.3141
3.6385,5.1753,2.8479,4.3614,2.4926,2.32,2.2033,2.3788,2.2108
3.6114,5.2108,2.8118,4.3933,2.5196,2.3398,2.1866,2.4386,2.2743
3.638,5.156,2.8467,4.4382,2.5241,2.3104,2.1095,2.4812,2.3166
3.7743,5.1738,2.849,4.427,2.396,2.3178,2.2379,2.3655,2.3287
3.6253,5.1636,2.8207,4.4802,2.4542,2.4165,2.2438,2.3879,2.314
3.6791,5.1648,2.8064,4.4604,2.469,2.303,2.2197,2.4014,2.2826
3.7175,5.1897,2.8124,4.4854,2.4791,2.3704,2.21,2.5173,2.3234
3.7727,5.1841,2.8811,4.4321,2.4685,2.3914,2.2026,2.4333,2.2568
3.6124,5.2004,2.8728,4.3537,2.5934,2.339,2.1488,2.3893,2.3269
3.1851,5.1898,2.8642,4.4017,2.5033,2.4141,2.1997,2.432,2.306
3.2386,5.2269,2.8445,4.4009,2.5403,2.3769,2.2782,2.4425,2.3407
3.2221,5.2161,2.7906,4.4076,2.4458,2.2886,2.1497,2.4838,2.3019
3.292,5.2027,2.8338,4.4114,2.5343,2.3856,2.1939,2.4286,2.3338
3.1672,5.2857,2.8445,4.282,2.52,2.4132,2.1087,2.4546,2.3467
3.2997,5.2877,2.8678,4.2422,2.4696,2.3906,2.1282,2.4679,2.3418
3.2001,5.3059,2.8245,4.2322,2.5239,2.3548,2.1413,2.4159,2.3236
3.1993,5.2713,2.8653,4.2654,2.5503,2.2618,2.1145,2.4563,2.3268
3.2543,5.2856,2.8885,4.2882,2.4508,2.3318,2.2095,2.3929,2.2627
3.1907,5.3749,2.8843,4.4536,2.44,2.3098,2.1192,2.518,2.2867
3.1972,5.401,2.9375,4.4542,2.4556,2.326,2.094,2.3465,2.2795
3.2905,5.3492,2.9397,4.4562,2.4301,2.3166,2.1862,2.3633,2.2966
3.3272,5.3753,3.0326,4.486,2.4997,2.367,2.16,2.4521,2.2748
3.2797,5.2532,3.0456,4.5308,2.3978,2.3101,2.1728,2.3818,2.2936
3.4557,5.2721,3.0192,4.4793,2.3838,2.3023,2.2053,2.4449,2.3789
3.4884,5.3094,3.0511,4.4825,2.6004,2.291,2.2034,2.3597,2.2909
3.399,5.2639,3.0433,4.4143,2.3921,2.2476,2.2127,2.4527,2.2983
3.4343,5.2514,3.094,4.4277,2.397,2.241,2.1712,2.4104,2.3366
3.5068,5.3112,3.0303,4.4183,2.4966,2.294,2.1861,2.4277,2.3416
3.4717,5.3102,3.0644,4.4701,2.5078,2.2351,2.2059,2.3694,2.3086
3.4947,5.3124,3.0155,4.4106,2.4004,2.2592,2.1437,2.435,2.3045
3.5844,5.3436,3.0502,4.4994,2.3656,2.2966,2.133,2.416,2.3873
3.4205,5.365,2.9937,4.4626,2.4463,2.2124,2.1557,2.3947,2.258
3.4654,5.3331,3.0609,4.5249,2.4446,2.3209,2.1272,2.4615,2.3585
3.398,5.3393,3.0499,4.4508,2.5465,2.2965,2.1813,2.3375,2.2943
3.4797,5.2742,3.1209,4.4421,2.4917,2.3079,2.1374,2.4793,2.3016
3.4127,5.3173,3.0954,4.4617,2.463,2.248,2.1482,2.4414,2.3358
3.3809,5.2648,3.1101,4.4637,2.4262,2.1754,2.1541,2.4568,2.3014
3.1588,5.3499,3.0914,4.4842,2.4106,2.2767,2.1971,2.4696,2.2748
3.1953,5.3985,3.0889,4.487,2.4246,2.3364,2.2321,2.4893,2.4797
3.1165,5.339,3.0932,4.5206,2.3774,2.2986,2.17,2.4135,2.3838
3.1454,5.3216,3.0521,4.5021,2.4197,2.2998,2.252,2.4076,2.2993
3.1213,5.3042,3.1201,4.5459,2.5553,2.3335,2.2495,2.4263,2.2869
3.141,5.2853,3.1306,4.6022,2.4662,2.3805,2.265,2.4969,2.3506
3.2931,5.2426,3.1796,4.5515,2.4204,2.2923,2.1341,2.4378,2.3477
3.2545,5.2328,3.1404,4.5316,2.4774,2.2443,2.2069,2.442,2.361
3.2976,5.1963,3.1468,4.5272,2.5651,2.2971,2.1774,2.5149,2.4002
3.196,5.1384,3.1353,4.5453,2.4185,2.2822,2.1503,2.4525,2.3527
3.2862,5.0991,3.1366,4.5898,2.5201,2.3029,2.2697,2.4213,2.3277
3.2245,5.0283,3.2043,4.6233,2.3995,2.3129,2.1157,2.5516,2.3564
3.2625,5.0526,3.1549,4.5302,2.4444,2.2345,2.1642,2.4258,2.3272
3.2995,5.0654,3.1162,4.5419,2.3985,2.2407,2.0967,2.4061,2.3615
2.9348,5.0414,3.1457,4.5972,2.4189,2.2075,2.1728,2.3257,2.3807
2.8865,5.0207,3.1091,4.5286,2.4448,2.2435,2.045,2.3921,2.3151
2.8522,4.947,3.1515,4.5997,2.4183,2.1993,2.2433,2.408,2.322
2.866,4.9545,3.1691,4.612,2.439,2.3143,2.1312,2.3388,2.3453
2.8981,4.9624,3.184,4.5786,2.4119,2.2299,2.105,2.3949,2.2864
2.9622,5.009,3.1687,4.632,2.4337,2.2187,2.2129,2.3905,2.3597
2.8368,4.9495,3.1859,4.6174,2.3755,2.2802,2.1637,2.4095,2.408
2.9294,4.9227,3.1849,4.6284,2.4624,2.2215,2.0882,2.3803,2.4024
2.9576,4.9479,3.1707,4.5992,2.4054,2.1943,2.122,2.3258,2.3894
2.9455,4.8721,3.1441,4.6049,2.4655,2.2608,2.1622,2.3918,2.2543
2.8561,4.8921,3.0587,4.5503,2.5044,2.2767,2.0937,2.3226,2.3212
2.9315,4.8217,3.0492,4.5536,2.3813,2.2575,2.1355,2.3448,2.3564
2.9191,4.7862,3.0503,4.5571,2.3989,2.2003,2.1181,2.3047,2.3032
3.0175,4.8545,3.0654,4.6596,2.4347,2.332,2.1556,2.343,2.3982
3.0278,4.8424,3.0781,4.618,2.4744,2.2267,2.155,2.2723,2.2623
3.0473,4.8276,3.0718,4.5933,2.4484,2.202,2.1936,2.3855,2.406
3.0371,4.7683,3.1488,4.5838,2.4168,2.2811,2.1842,2.3647,2.3451
2.927,4.8566,3.0985,4.5469,2.4156,2.2375,2.1588,2.3283,2.2836
2.9768,4.9063,3.136,4.5577,2.3889,2.2193,2.2554,2.2547,2.3031
3.0312,4.9039,3.1615,4.5535,2.396,2.2538,2.1365,2.2669,2.3707
3.035,4.8517,3.2286,4.6046,2.505,2.241,2.173,2.3639,2.3832
3.0693,4.7777,3.2107,4.5802,2.4859,2.2848,2.2708,2.2216,2.2857
3.0045,4.9254,3.1766,4.6218,2.4222,2.2466,2.3007,2.3804,2.3503
3.0641,5.0019,3.2304,4.5784,2.4043,2.2869,2.251,2.2404,2.3111
3.0135,4.9763,3.2105,4.6469,2.3791,2.2973,2.2199,2.3569,2.3133
2.9487,4.9855,3.1621,4.588,2.3855,2.167,2.2345,2.3336,2.2686
3.0128,5.0452,3.1813,4.6172,2.4023,2.2043,2.1849,2.2245,2.2239
2.9952,5.0334,3.1749,4.5098,2.3854,2.263,2.1724,2.2758,2.2561
3.3565,5.0349,3.1572,4.486,2.4641,2.2552,2.2478,2.2987,2.2828
3.3606,4.9458,3.1189,4.5162,2.4486,2.2466,2.1949,2.2026,2.291
3.2757,4.9244,3.0911,4.5812,2.4777,2.221,2.2117,2.2398,2.2571
3.3063,4.943,3.1093,4.6043,2.3992,2.2954,2.1871,2.23,2.3071
3.3424,4.8779,3.0592,4.6263,2.334,2.2491,2.2839,2.2642,2.3579
3.2533,4.8433,3.0545,4.653,2.4139,2.2562,2.2286,2.1953,2.3065
3.3516,4.8455,3.1738,4.7103,2.3409,2.2925,2.2011,2.2125,2.3352
3.2566,4.7877,3.2539,4.6021,2.3989,2.2212,2.2835,2.1984,2.3202
3.1423,4.8126,3.1816,4.5823,2.4405,2.2278,2.2255,2.2246,2.2821
3.3745,4.7647,3.1991,4.6059,2.3525,2.1715,2.3508,2.2401,2.3168
3.3226,4.8326,3.2625,4.6134,2.4007,2.1607,2.232,2.2181,2.3158
3.2974,4.8066,3.327,4.7049,2.3369,2.2279,2.2665,2.1967,2.3001
3.2578,4.7995,3.2686,4.6713,2.4351,2.1884,2.162,2.2136,2.2895
3.3025,4.8539,3.2439,4.696,2.2725,2.2198,2.2092,2.243,2.1818
3.1785,4.7706,3.2428,4.5791,2.3519,2.2407,2.2526,2.1794,2.2605
3.2071,4.7955,3.2508,4.5727,2.3392,2.1538,2.2979,2.1096,2.214
3.4177,4.719,3.2419,4.5822,2.3293,2.2346,2.2593,2.1617,2.3244
3.3426,4.7011,3.2182,4.5541,2.3021,2.1407,2.1865,2.0878,2.217
3.2963,4.6952,3.1783,4.6736,2.3904,2.2084,2.1676,2.2003,2.1781
3.3483,4.6653,3.1715,4.6801,2.3772,2.2071,2.2158,2.1635,2.2637
3.1547,4.6793,3.156,4.6752,2.3626,2.1765,2.2306,2.1051,2.2013
3.3215,4.7308,3.1601,4.7078,2.3278,2.2764,2.243,2.1966,2.2331
3.4273,4.7635,3.1512,4.6613,2.3556,2.2483,2.2193,2.1289,2.2706
3.3,4.7921,3.1223,4.6062,2.3443,2.141,2.1741,2.0803,2.2292
3.3497,4.8509,3.1702,4.6293,2.2704,2.1252,2.1751,2.1615,2.2421
3.3595,4.7857,3.1843,4.6624,2.3454,2.2282,2.2303,2.1192,2.2154
3.3431,4.8212,3.2235,4.6301,2.2289,2.1639,2.1844,2.0748,2.1909
3.4687,4.8145,3.1813,4.6554,2.2647,2.0679,2.2258,2.0729,2.145
3.0049,4.8157,3.2307,4.6309,2.2099,2.111,2.2272,2.0336,2.167
3.05,4.8783,3.2643,4.6255,2.2242,2.1553,2.1658,2.0656,2.2632
2.9699,4.7111,3.2239,4.6223,2.2101,2.0517,2.1422,2.0266,2.1925
3.081,4.7482,3.1933,4.6925,2.197,2.1649,2.2445,2.0737,2.1231
3.0355,4.7181,3.2476,4.6734,2.2591,2.1607,2.182,2.0244,2.1583
2.9841,4.782,3.2278,4.6559,2.194,2.0363,2.182,2.0122,2.1371
3.0547,4.7665,3.2453,4.653,2.2403,2.1273,2.2341,2.0101,2.1
3.0445,4.7207,3.2556,4.6091,2.2154,2.1099,2.2903,2.0412,2.1648
3.0242,4.6447,3.237,4.6134,2.1347,2.0549,2.2587,2.0157,2.1154
3.0585,4.6828,3.2446,4.6326,2.1931,2.1402,2.2472,2.091,2.1223
3.0094,4.6271,3.2345,4.7591,2.2236,2.1106,2.142,2.0269,2.1279
3.0557,4.6896,3.238,4.7369,2.2147,2.1182,2.3164,2.0665,2.1047
2.9417,4.654,3.2103,4.6728,2.2718,2.1142,2.167,1.9856,2.1509
2.9786,4.6883,3.2258,4.6717,2.1768,2.0395,2.2611,2.0031,2.1474
2.8327,4.6977,3.2433,4.6645,2.1934,2.0983,2.2151,2.0141,2.1411
2.7857,4.7008,3.2903,4.719,2.1654,2.1054,2.1673,2.0031,2.078
2.7548,4.5887,3.3228,4.7014,2.2521,2.0488,2.2904,2.0297,2.1698
2.823,4.6356,3.3442,4.7421,2.2595,2.0727,2.1856,2.008,2.1038
2.8027,4.5556,3.3418,4.6353,2.222,2.0542,2.2497,2.043,2.1301
2.8299,4.6069,3.3185,4.6322,2.1451,2.1193,2.1549,2.0603,2.1685
2.805,4.6043,3.2656,4.6799,2.1744,2.1021,2.1753,2.0347,2.1845
2.8052,4.5567,3.2709,4.6151,2.1893,2.0738,2.2403,2.0183,2.0845
2.78,4.6113,3.2094,4.6368,2.1199,2.0977,2.2674,2.0509,2.1193
2.7802,4.646,3.1971,4.5613,2.196,2.068,2.223,2.0354,2.1059
2.8082,4.6669,3.2283,4.6133,2.0977,2.108,2.378,2.0593,2.1352
2.7937,4.712,3.2227,4.6432,2.1369,2.0654,2.387,2.0659,2.1563
2.8371,4.7828,3.1807,4.4603,2.1127,2.0489,2.1269,2.02,2.1185
2.8221,4.8161,3.1408,4.4216,2.1319,2.071,2.2602,2.0536,2.1529
2.8382,4.7813,3.1653,4.4582,2.199,2.0317,2.2584,2.0338,2.0683
2.7518,4.7931,3.1842,4.4025,2.0787,2.0827,2.2688,2.0798,2.1185
2.7345,4.7742,3.169,4.7968,2.0936,1.9915,2.2586,2.0507,2.13
2.7947,4.759,3.2068,4.793,2.1175,2.0577,2.193,2.0591,2.1822
2.7272,4.7981,3.1606,4.8185,2.1271,2.0045,2.253,2.0705,2.0938
2.7568,4.8583,3.1625,4.8556,2.0611,2.0122,2.1421,2.0522,2.1067
2.7808,4.9156,3.1596,4.8083,2.0741,2.0099,2.23,2.0298,2.1349
2.7266,4.9037,3.1295,4.8302,2.0549,2.0045,2.2124,2.0926,2.1194
2.7989,4.9074,3.2023,4.8378,2.0203,2.0363,2.187,2.0523,2.1057
2.7289,4.8792,3.1501,4.7757,2.0988,2.0596,2.1823,2.0359,2.1088
2.7273,4.8741,3.1755,4.6617,2.0349,2.014,2.2656,2.0152,2.137
2.7892,4.8947,3.1491,4.6927,2.0364,2.0342,2.1637,2.1108,2.0982
2.7489,4.9566,3.1102,4.731,2.112,2.0214,2.1767,2.081,2.0782
2.7486,4.9268,3.0834,4.6971,2.0269,2.0139,2.2474,2.0915,2.1484
2.6204,4.8927,3.1579,4.6955,2.0776,2.0538,2.2648,2.0652,2.1703
2.5874,4.9162,3.1339,4.6336,2.0648,2.0086,2.3745,2.0416,2.1404
2.5772,4.9416,3.0878,4.6546,2.075,2.0066,2.3161,2.0484,2.0671
2.5846,4.8767,3.1313,4.6431,2.0745,2.0307,2.2234,2.0445,2.1571
2.5802,4.8211,3.1553,4.6287,2.0415,2.0207,2.2037,2.0842,2.0952
2.5129,4.835,3.0915,4.628,2.0684,2.0809,2.2559,2.0521,2.1102
2.5489,4.8702,3.1538,4.6348,1.9975,2.0199,2.2469,2.0765,2.1318
2.5512,4.8929,3.1116,4.5876,2.0343,2.0056,2.2498,2.0838,2.1736
2.4992,4.8794,3.0671,4.6534,2.015,1.9836,2.2391,2.0411,2.112
2.554,4.8299,3.0692,4.6796,2.0062,2.0131,2.3329,2.0932,2.1437
2.4902,4.8354,3.063,4.6137,2.0477,2.0001,2.3375,2.062,2.0587
2.5601,4.8218,3.0705,4.6506,2.0345,2.0154,2.3514,2.0623,2.1493
2.5671,4.8182,3.0538,4.6552,2.0516,2.0625,2.2679,2.1609,2.0997
2.521,4.8598,3.028,4.6177,1.991,2.0079,2.2893,2.0832,2.1238
2.4139,4.8914,3.0402,4.6509,1.999,1.9528,2.3008,2.071,2.1245
2.4189,4.8748,2.9939,4.6485,1.9769,1.9993,2.3166,2.0735,2.0943
2.3985,4.8862,2.9743,4.5635,2.0398,1.9794,2.2293,2.0912,2.1402
2.4355,4.8558,2.9998,4.5249,1.9797,1.9916,2.238,2.0654,2.1437
2.4417,4.8786,2.9702,4.5226,2.0079,1.9828,2.1805,2.075,2.0931
2.4515,4.8586,2.9712,4.5589,2.0055,1.9982,2.234,2.0194,2.1473
2.4714,4.8841,2.98,4.6257,2.0349,2.0021,2.2672,2.0644,2.093
2.4786,4.8623,2.9652,4.6152,1.993,2.0022,2.3599,2.056,2.1288
2.5143,4.8468,3.0106,4.6178,2.0143,1.9801,2.2295,2.0663,2.1466
2.4738,4.7845,2.9939,4.605,2.0117,2.0447,2.2929,2.077,2.1079
2.4937,4.7293,2.9927,4.5228,2.0078,1.9847,2.272,2.0664,2.1349
2.4775,4.7268,2.9914,4.4991,1.9755,2.009,2.2996,2.0493,2.1296
2.5216,4.7171,3.0093,4.5274,1.9984,2.0455,2.2595,2.1013,2.1248
2.5038,4.7309,3.0085,4.5156,2.0031,1.9833,2.2576,2.0534,2.1133
2.3511,4.7346,2.9996,4.5225,1.9774,1.9911,2.2494,1.986,2.0988
2.3744,4.7673,3.0608,4.5692,1.953,1.9814,2.2289,2.0328,2.1149
2.3782,4.8027,3.0539,4.6066,1.973,1.9933,2.1632,2.0313,2.1144
2.3666,4.8008,3.0745,4.5901,1.9828,1.9909,2.2288,2.0147,2.0978
2.3828,4.7797,3.0197,4.5312,1.9858,1.962,2.2545,2.0767,2.0595
2.3778,4.7674,3.0344,4.4932,2.0162,1.9551,2.217,2.0906,2.1002
2.3498,4.7453,3.0196,4.4676,1.9791,1.9959,2.2522,2.032,2.0931
2.3543,4.7088,3.0118,4.4721,1.9986,1.98,2.1931,2.0551,2.1112
2.3323,4.7634,3.0141,4.5065,1.9925,1.922,2.2359,1.9827,2.0678
2.3751,4.7647,3.06,4.4919,1.9526,1.94,2.2592,1.9908,2.0487
2.3611,4.8468,3.0498,4.4923,1.9809,1.9761,2.2063,1.9812,2.1127
2.3838,4.8007,3.0138,4.4655,1.9568,1.9852,2.1837,1.9905,2.0181
2.3672,4.8897,3.0164,4.4277,1.9792,1.9273,2.1277,1.9641,2.0705
2.3379,4.9272,3.0259,4.4215,1.9593,1.9586,2.1999,1.9747,2.0768
2.1336,4.9615,3.0499,4.4518,1.9688,1.9825,2.1735,1.9382,2.0651
2.1399,4.9368,3.0286,4.4684,1.9978,1.9697,2.1795,1.9635,2.072
2.1479,4.9921,3.0438,4.3378,1.9408,1.9715,2.1414,1.9949,1.9811
2.1236,5.0305,3.0833,4.3229,1.9421,1.9894,2.1504,1.9477,2.0651
2.1463,5.0495,3.1368,4.3628,1.9426,1.942,2.1276,1.9868,2.0525
2.1635,5.0132,3.0897,4.3778,1.9509,1.9437,2.1059,2.0003,2.0344
2.1536,5.0736,3.0862,4.3575,1.9581,1.9906,2.1873,1.9751,2.0643
2.166,5.1555,3.1171,4.4233,1.9116,1.9282,2.2035,1.926,1.9878
2.1563,5.1419,3.0702,4.4199,1.9622,1.9466,2.0958,1.9518,2.0803
2.1831,5.1712,3.0713,4.4623,1.9555,1.9879,2.1916,1.9691,2.0507
2.145,5.1753,3.0768,4.5095,1.9571,1.9269,2.2051,1.968,2.0603
2.1622,5.1939,3.0624,4.4722,1.9212,1.9502,2.1213,1.9384,2.06
2.182,5.0618,3.0754,4.4554,1.9162,1.9115,2.0851,1.9529,2.0467
2.2049,5.1084,3.0608,4.4526,1.9354,1.9316,2.067,1.9543,2.0385
2.258,5.0428,3.0834,4.3719,1.9033,1.9607,2.1177,1.9423,2.0792
2.2719,5.0068,3.0413,4.3075,1.9215,2.012,2.0862,1.9699,2.0382
2.1999,4.9597,3.0273,4.2747,1.8623,1.9724,2.0453,1.9416,2.007
2.2167,4.9412,3.0469,4.2747,1.9093,1.9239,2.1519,1.9464,2.0393
2.2392,4.8854,3.0028,4.307,1.8627,1.8783,2.0513,1.9638,2.0374
2.2348,4.9538,3.0053,4.2814,1.8743,1.8875,2.1239,1.8977,1.9782
2.2384,4.9407,2.9444,4.2719,1.9146,1.9296,2.1257,1.9536,2.0253
2.2003,4.8977,2.9648,4.3056,1.8907,1.9258,2.0647,1.9521,2.0074
2.2228,5.0193,3.0266,4.2379,1.913,1.9466,2.0932,1.9432,2.002
2.2421,5.0336,3.0133,4.2484,1.8898,1.9471,2.0068,1.9574,1.9873
2.2433,5.0856,3.0167,4.2347,1.924,1.8798,2.0257,1.9402,2.0724
2.2268,5.1306,2.9714,4.2546,1.9303,1.8597,2.0381,1.9389,2.0258
2.2826,5.1076,3.067,4.3013,1.8908,1.8813,2.0938,1.9316,2.0287
2.2871,5.0966,3.0861,4.2674,1.8678,1.8689,2.1239,1.9251,1.9843
2.2517,5.1337,3.0521,4.3036,1.8833,1.866,2.0845,1.9291,1.9598
2.4181,5.0834,3.0688,4.2931,1.8603,1.8923,2.0753,1.9228,1.9459
2.3548,5.04,3.053,4.3386,1.8938,1.8956,2.0398,1.93,1.9716
2.3625,5.0306,3.092,4.3417,1.8534,1.8793,2.007,1.8933,1.9892
2.355,5.1608,3.0597,4.3893,1.8799,1.9447,2.0333,1.9374,2.0017
2.3794,5.2058,3.0304,4.3456,1.9302,1.9099,1.9775,1.9501,2.0335
2.3448,5.2067,3.0421,4.3008,1.8996,1.9377,2.0943,1.9727,1.9649
2.3782,5.2238,3.0328,4.2996,1.8547,1.912,2.0357,1.9239,1.9966
2.3413,5.2383,3.0707,4.3006,1.8779,1.9196,2.0763,1.9389,1.9554
2.3822,5.264,3.0429,4.2379,1.894,1.9095,2.1057,1.931,2.0252
2.2788,5.2385,3.0818,4.2732,1.8522,1.8705,2.1329,1.9309,1.9312
2.2934,5.3021,3.0871,4.2854,1.8621,1.8781,2.082,1.9363,1.9567
2.2597,5.297,3.0426,4.2811,1.8681,1.8667,2.1043,1.8833,1.9588
2.2943,5.2262,3.0387,4.285,1.8731,1.8925,2.078,1.8896,1.9525
2.2635,5.2229,3.0557,4.3009,1.8933,1.9076,2.0085,1.9384,1.9781
2.3314,5.2612,3.0644,4.3217,1.884,1.8844,1.9988,1.9702,1.9297
2.2738,5.307,3.0762,4.3457,1.8459,1.8914,2.0313,1.9659,1.9477
2.2676,5.33,3.1156,4.3226,1.8722,1.8835,2.0138,1.9527,1.9562
2.2549,5.2787,3.1057,4.2654,1.8611,1.8387,2.0047,1.9309,1.9554
2.275,5.3389,3.1557,4.3285,1.8378,1.8969,2.0225,1.967,1.9615
2.2197,5.3733,3.1412,4.331,1.8501,1.8696,2.0407,1.9717,1.9966
2.2758,5.4205,3.1998,4.3321,1.903,1.9038,1.9869,1.9862,1.9527
2.2885,5.4941,3.1194,4.284,1.8985,1.86,1.9672,1.9426,1.9597
2.2875,5.4688,3.1349,4.2847,1.8871,1.831,1.9864,1.9534,2.0377
2.2509,5.4496,3.1472,4.2597,1.9016,1.8407,1.9843,1.9583,1.9869
2.2956,5.4874,3.1698,4.3017,1.8349,1.8302,2.0563,1.9521,1.9581
2.257,5.4439,3.1712,4.3063,1.8551,1.8614,1.9658,1.956,1.9431
2.3066,5.4743,3.1892,4.2931,1.8238,1.8457,1.9488,1.9626,1.9535
2.1075,5.4061,3.2071,4.3052,1.8634,1.8768,2.0103,1.9621,1.9678
2.0629,5.4107,3.1749,4.3259,1.8418,1.8364,1.9542,1.9286,1.9453
2.0704,5.3964,3.173,4.2693,1.8419,1.8509,1.8869,1.9729,1.9511
2.0529,5.3983,3.2146,4.2918,1.8565,1.849,1.9956,1.8946,1.9768
2.1075,5.4278,3.2466,4.3025,1.8556,1.8669,1.9969,1.9571,1.9523
